time,cpu,freq_hz,package
222,8,2569964.0,0
222,9,2951218.0,0
222,10,3062804.0,0
222,11,2799812.0,0
222,12,2818723.0,0
222,13,2782832.0,0
222,14,2912922.0,0
222,15,3052787.0,0
222,16,2800077.0,1
222,17,2800050.0,1
222,18,2799958.0,1
222,19,2799997.0,1
222,20,2800014.0,1
222,21,2800000.0,1
222,22,2799999.0,1
222,23,2799997.0,1
222,24,2800000.0,1
222,25,2799998.0,1
222,26,2800000.0,1
222,27,2799999.0,1
222,28,2800000.0,1
222,29,2800000.0,1
222,30,2800002.0,1
222,31,2799999.0,1
222,32,3039411.0,0
222,33,2841446.0,0
222,34,2951505.0,0
222,35,2789271.0,0
222,36,2762871.0,0
222,37,2761715.0,0
222,38,2934017.0,0
222,39,3051217.0,0
222,40,2788187.0,0
222,41,2921450.0,0
222,42,2822241.0,0
222,43,3053847.0,0
222,44,3067855.0,0
222,45,2829872.0,0
222,46,2852858.0,0
222,47,2895976.0,0
222,48,2800000.0,1
222,49,2800001.0,1
222,50,2799998.0,1
222,51,2800000.0,1
222,52,2799999.0,1
222,53,2799998.0,1
222,54,2800000.0,1
222,55,2799999.0,1
222,56,2800000.0,1
222,57,2799999.0,1
222,58,2799999.0,1
222,59,2800000.0,1
222,60,2799998.0,1
222,61,2800002.0,1
222,62,2799998.0,1
222,63,2800000.0,1
225,0,3103602.0,0
225,1,2923182.0,0
225,2,2943499.0,0
225,3,2786168.0,0
225,4,3206854.0,0
225,5,2994560.0,0
225,6,2834561.0,0
225,7,2799240.0,0
225,8,3188778.0,0
225,9,2768249.0,0
225,10,3140140.0,0
225,11,2668602.0,0
225,12,2738587.0,0
225,13,2699788.0,0
225,14,2810788.0,0
225,15,2890236.0,0
225,16,2799999.0,1
225,17,2800000.0,1
225,18,2799963.0,1
225,19,2799757.0,1
225,20,2800000.0,1
225,21,2800000.0,1
225,22,2799999.0,1
225,23,2799999.0,1
225,24,2800000.0,1
225,25,2799999.0,1
225,26,2799999.0,1
225,27,2799999.0,1
225,28,2800000.0,1
225,29,2799999.0,1
225,30,2800000.0,1
225,31,2799999.0,1
225,32,2942340.0,0
225,33,2752984.0,0
225,34,3032659.0,0
225,35,2794816.0,0
225,36,3108553.0,0
225,37,2864645.0,0
225,38,3125320.0,0
225,39,2764856.0,0
225,40,3132577.0,0
225,41,2774240.0,0
225,42,2891368.0,0
225,43,2869226.0,0
225,44,2804308.0,0
225,45,2984446.0,0
225,46,3207237.0,0
225,47,2851271.0,0
225,48,2799999.0,1
225,49,2799999.0,1
225,50,2799997.0,1
225,51,2799999.0,1
225,52,2800000.0,1
225,53,2799999.0,1
225,54,2799999.0,1
225,55,2799999.0,1
225,56,2800000.0,1
225,57,2799999.0,1
225,58,2799999.0,1
225,59,2799998.0,1
225,60,2800000.0,1
225,61,2800000.0,1
225,62,2799999.0,1
225,63,2800001.0,1
228,0,2870095.0,0
228,1,2805448.0,0
228,2,2837758.0,0
228,3,2788529.0,0
228,4,2871809.0,0
228,5,2801787.0,0
228,6,2947459.0,0
228,7,2904695.0,0
228,8,2798062.0,0
228,9,2982275.0,0
228,10,2782325.0,0
228,11,2802241.0,0
228,12,2790674.0,0
228,13,2792270.0,0
228,14,2855499.0,0
228,15,3087496.0,0
228,16,2800001.0,1
228,17,2800000.0,1
228,18,2799985.0,1
228,19,2799999.0,1
228,20,2800002.0,1
228,21,2800001.0,1
228,22,2800002.0,1
228,23,2800001.0,1
228,24,2799999.0,1
228,25,2800000.0,1
228,26,2800002.0,1
228,27,2800001.0,1
228,28,2799999.0,1
228,29,2799997.0,1
228,30,2800001.0,1
228,31,2800000.0,1
228,32,2887838.0,0
228,33,2778785.0,0
228,34,2896059.0,0
228,35,2786696.0,0
228,36,2868585.0,0
228,37,2779515.0,0
228,38,2821469.0,0
228,39,3098332.0,0
228,40,2798205.0,0
228,41,2786967.0,0
228,42,2839224.0,0
228,43,2786527.0,0
228,44,2753622.0,0
228,45,2804978.0,0
228,46,2843918.0,0
228,47,2984369.0,0
228,48,2799000.0,1
228,49,2799999.0,1
228,50,2800000.0,1
228,51,2799999.0,1
228,52,2800000.0,1
228,53,2800002.0,1
228,54,2800000.0,1
228,55,2800001.0,1
228,56,2800003.0,1
228,57,2800001.0,1
228,58,2800003.0,1
228,59,2800002.0,1
228,60,2799997.0,1
228,61,2800001.0,1
228,62,2799998.0,1
228,63,2799997.0,1
231,0,3229074.0,0
231,1,2960947.0,0
231,2,2832830.0,0
231,3,2792154.0,0
231,4,3209091.0,0
231,5,2835875.0,0
231,6,2807231.0,0
231,7,2380176.0,0
231,8,2822355.0,0
231,9,2867694.0,0
231,10,2838268.0,0
231,11,2800206.0,0
231,12,2854989.0,0
231,13,2850779.0,0
231,14,2920001.0,0
231,15,2716567.0,0
231,16,2799999.0,1
231,17,2799998.0,1
231,18,2800277.0,1
231,19,2799999.0,1
231,20,2799996.0,1
231,21,2800002.0,1
231,22,2799999.0,1
231,23,2800001.0,1
231,24,2799999.0,1
231,25,2800000.0,1
231,26,2799999.0,1
231,27,2799999.0,1
231,28,2800000.0,1
231,29,2800001.0,1
231,30,2799998.0,1
231,31,2800000.0,1
231,32,2997332.0,0
231,33,2731089.0,0
231,34,2802921.0,0
231,35,2729909.0,0
231,36,2989057.0,0
231,37,2838551.0,0
231,38,2773416.0,0
231,39,2560274.0,0
231,40,3469360.0,0
231,41,3390375.0,0
231,42,3041330.0,0
231,43,2733985.0,0
231,44,3071028.0,0
